type,fund,fund_size,beneficial_units,total_beneficiaries
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村亞太複合高收益債基金-累積類型美元計價,"24,893,099","105,936.73",12
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村亞太複合高收益債基金-月配類型美元計價,"27,837,734","165,864.46",22
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村亞太複合高收益債基金-S類型新臺幣計價,0,0.00,0
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村亞太複合高收益債基金-累積N類型新臺幣計價,"2,856,264","363,987.92",3
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村亞太複合高收益債基金-月配N類型新臺幣計價,"6,405,238","990,323.80",9
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村亞太複合高收益債基金-月配N類型美元計價,"10,082,402","53,583.13",5
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村亞太複合高收益債基金-月配N類型人民幣計價,"18,519,931","629,852.61",9
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村環球高收益債基金-累積類型新臺幣計價,"209,391,981","18,882,921.35",231
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村環球高收益債基金-月配類型新臺幣計價,"579,345,912","82,480,365.77",398
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村環球高收益債基金-累積類型美元計價,"100,553,222","307,564.76",19
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村環球高收益債基金-月配類型美元計價,"56,732,094","277,250.90",32
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村環球高收益債基金-累積類型人民幣計價,"40,220,464","690,060.66",26
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村環球高收益債基金-月配類型人民幣計價,"288,103,992","8,392,857.16",45
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村環球高收益債基金-S類型新臺幣計價,"121,292,044","10,881,934.35",204
,(本基金主要係投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-累積類型新臺幣計價,"732,354,946","50,259,856.11",416
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-月配類型新臺幣計價,"170,243,720","14,507,553.87",140
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村動態配置多重資產基金-累積類型美元計價,"272,284,944","616,873.39",52
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-月配類型美元計價,"56,081,981","157,454.51",20
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村動態配置多重資產基金-累積類型人民幣計價,"140,264,048","1,811,178.94",38
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-月配類型人民幣計價,"76,230,037","1,297,345.02",30
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村動態配置多重資產基金-累積類型澳幣計價,"24,932,808","77,534.32",17
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-月配類型澳幣計價,"19,642,308","76,696.44",14
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村動態配置多重資產基金-累積類型南非幣計價,"58,430,473","1,457,954.77",21
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村動態配置多重資產基金-月配類型南非幣計價,"38,163,881","1,486,949.67",17
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村動態配置多重資產基金-S類型新臺幣計價,"63,194,648","4,469,999.10",609
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC23,野村美利堅高收益債基金-累積類型新臺幣計價,"765,860,658","63,680,575.63",254
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村美利堅高收益債基金-月配類型新臺幣計價,"296,751,614","37,125,894.84",262
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村美利堅高收益債基金-月配類型美元計價,"39,578,076","159,466.40",16
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村美利堅高收益債基金-月配類型人民幣計價,"45,766,892","1,147,992.79",21
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村美利堅高收益債基金-S類型新臺幣計價,"197,212,882","18,049,800.06",4
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村美利堅高收益債基金-累積類型美元計價,"5,931,432","20,785.21",4
,(本基金主要係投資於非投資等級之高風險債券),,,
AA2,野村日本領先基金-累積類型,"290,397,012","23,500,241.60","1,996"
AA2,野村日本領先基金-S類型,0,0.00,0
AC21,野村全球短期收益基金-新臺幣計價,"1,056,057,505","99,202,127.80",414
AC21,野村全球短期收益基金-美元計價,"175,438,132","553,304.40",41
AC21,野村全球短期收益基金-人民幣計價,"10,838,525","210,471.64",5
AJ2,野村多元收益多重資產基金-累積類型新臺幣計價,"384,858,066","31,638,940.11",230
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村多元收益多重資產基金-月配類型新臺幣計價,"885,604,089","111,997,821.70",374
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-累積類型美元計價,"153,467,750","409,926.02",32
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村多元收益多重資產基金-月配類型美元計價,"526,676,046","2,126,821.78",42
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-累積類型人民幣計價,"78,500,788","1,265,689.37",30
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村多元收益多重資產基金-月配類型人民幣計價,"258,065,564","6,636,285.43",35
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-S類型新臺幣計價,"184,395,886","18,500,000.00",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村多元收益多重資產基金-累積N類型新臺幣計價,"153,062,049","10,812,624.76",13
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村多元收益多重資產基金-月配N類型新臺幣計價,"495,233,816","39,914,109.12",14
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-月配N類型美元計價,"842,447,080","2,335,335.78",19
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-月配N類型人民幣計價,"344,416,348","6,213,838.26",17
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村多元收益多重資產基金-累積N類型美元計價,"143,830,989","511,815.47",8
AC21,野村亞太新興債券基金-累積類型新臺幣計價,"243,234,499","26,714,036.01",264
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村亞太新興債券基金-月配類型新臺幣計價,"80,776,791","11,239,094.05",154
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村亞太新興債券基金-累積類型美元計價,"57,908,309","223,781.28",13
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村亞太新興債券基金-月配類型美元計價,"18,058,332","88,164.96",11
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村亞太新興債券基金-累積類型人民幣計價,"15,631,677","357,563.02",12
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村亞太新興債券基金-月配類型人民幣計價,"20,369,702","632,834.34",20
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村亞太新興債券基金-累積N類型新臺幣計價,"1,161,311","136,099.50",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村亞太新興債券基金-月配N類型新臺幣計價,"7,122,635","963,729.00",3
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村亞太新興債券基金-月配N類型美元計價,"4,553,427","21,172.37",5
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村亞太新興債券基金-月配N類型人民幣計價,"16,803,743","485,566.58",7
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村亞太收益多重資產基金-累積類型新臺幣計價,"51,562,991","4,608,231.31",63
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村亞太收益多重資產基金-月配類型新臺幣計價,"168,352,634","20,864,006.77",137
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村亞太收益多重資產基金-累積類型美元計價,"11,031,247","33,982.18",11
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村亞太收益多重資產基金-月配類型美元計價,"81,560,819","348,583.31",19
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,野村亞太收益多重資產基金-累積類型人民幣計價,"8,336,260","159,183.31",15
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,野村亞太收益多重資產基金-月配類型人民幣計價,"54,171,892","1,498,603.44",20
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA2,野村亞太高股息基金累積型新臺幣計價,"1,421,766,977","88,292,645.60","3,437"
AA2,野村亞太高股息基金季配型新臺幣計價,"20,802,940","1,941,047.70",58
,(本基金之配息來源可能為本金),,,
AA2,野村亞太高股息基金-累積型人民幣計價,0,0.00,0
AA2,野村亞太高股息基金-季配型人民幣計價,0,0.00,0
,(本基金之配息來源可能為本金),,,
AA2,野村亞太高股息基金-S類型新臺幣計價,0,0.00,0
AA2,野村全球生技醫療基金,"1,380,668,241","63,736,865.10","2,988"
AC21,野村四年階梯到期新興市場債券基金-累積類型新臺幣計價,"42,749,896","4,442,475.78",52
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村四年階梯到期新興市場債券基金-季配類型新臺幣計價,"19,019,214","2,086,498.26",23
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村四年階梯到期新興市場債券基金-累積類型美元計價,"569,053,276","2,019,387.02",111
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村四年階梯到期新興市場債券基金-季配類型美元計價,"474,025,497","1,909,763.14",14
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村四年階梯到期新興市場債券基金-累積類型人民幣計價,"360,912,328","7,773,245.40",75
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村四年階梯到期新興市場債券基金-季配類型人民幣計價,"316,413,534","7,843,833.71",10
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村全球金融收益基金-累積類型新臺幣計價,"959,890,323","88,057,800.22",264
AC21,野村全球金融收益基金-月配類型新臺幣計價,"671,428,901","70,618,983.29",150
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-S類型新臺幣計價,"252,177,468","24,593,446.85",87
AC21,野村全球金融收益基金-累積類型美元計價,"537,838,990","1,665,051.02",44
AC21,野村全球金融收益基金-月配類型美元計價,"494,199,953","1,749,227.26",40
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-累積類型人民幣計價,"104,612,973","1,991,614.33",31
AC21,野村全球金融收益基金-月配類型人民幣計價,"227,568,984","5,119,303.14",33
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-累積N類型新臺幣計價,"403,397,664","38,781,605.87",16
AC21,野村全球金融收益基金-月配N類型新臺幣計價,"1,283,072,402","137,818,041.90",18
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-月配N類型美元計價,"2,881,198,996","10,401,748.64",25
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-月配N類型人民幣計價,"1,011,620,477","23,279,367.16",23
,(本基金配息來源可能為本金),,,
AC21,野村全球金融收益基金-累積N類型美元計價,"1,006,798,964","3,577,330.62",21
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-累積類型新臺幣計價,"8,416,178","830,400.00",4
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-季配類型新臺幣計價,"8,635,891","903,812.32",2
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-累積類型美元計價,"223,137,318","760,843.67",11
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-季配類型美元計價,"262,360,792","1,005,555.36",4
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-累積類型人民幣計價,"233,872,583","4,927,665.81",8
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村新興收益傘型基金之五年階梯到期新興市場債券基金-季配類型人民幣計價,"231,419,928","5,526,509.73",10
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村到期收益傘型基金之六年目標到期新興市場債券基金-新臺幣計價,"9,998","1,000.00",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之六年目標到期新興市場債券基金-美元計價,"263,996,847","868,507.21",4
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之六年目標到期新興市場債券基金-人民幣計價,"301,794,636","6,104,189.71",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-累積類型新臺幣計價,"10,589,564","1,023,754.10",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-季配類型新臺幣計價,0,0.00,0
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-累積類型美元計價,"665,532,410","2,202,408.80",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-季配類型美元計價,"140,284,059","514,777.30",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-累積類型人民幣計價,"583,970,498","11,960,446.10",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村到期收益傘型基金之2024目標到期新興市場企業債券基金-季配類型人民幣計價,"51,476,855","1,180,549.00",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村六年階梯到期新興市場債券基金-新臺幣計價,0,0.00,0
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村六年階梯到期新興市場債券基金-美元計價,"1,238,776,880","4,282,263.31",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村六年階梯到期新興市場債券基金-人民幣計價,"809,301,832","17,331,658.65",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-累積類型新臺幣計價,"38,157,634","4,101,600.15",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-年配類型新臺幣計價,"20,584,547","2,308,878.67",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-累積類型美元計價,"69,375,695","242,697.00",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-年配類型美元計價,"31,858,314","117,874.07",2
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-累積類型人民幣計價,"7,928,401","172,711.74",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-年配類型人民幣計價,"5,548,238","129,258.27",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-累積類型澳幣計價,"23,842,501","118,256.09",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-年配類型澳幣計價,"2,169,293","11,276.47",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-累積類型南非幣計價,"14,205,022","717,473.94",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年階梯到期亞太新興債券基金-年配類型南非幣計價,"31,697,197","1,798,879.37",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-累積類型新臺幣計價,"734,640,027","78,068,042.36",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-年配類型新臺幣計價,"198,685,720","21,958,134.45",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-累積類型美元計價,"1,438,033,316","4,957,264.59",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-年配類型美元計價,"452,391,927","1,654,153.98",2
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-累積類型人民幣計價,"318,899,041","6,829,829.80",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-年配類型人民幣計價,"145,836,391","3,340,144.96",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-累積類型澳幣計價,"268,195,666","1,311,547.75",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-年配類型澳幣計價,"38,972,036","199,777.00",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-累積類型南非幣計價,"471,295,176","23,379,572.18",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村精選到期傘型基金之六年目標到期亞太新興債券基金-年配類型南非幣計價,"184,775,507","10,301,351.64",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-累積類型新臺幣計價,"79,724,257","8,244,055.10",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-累積類型美元計價,"1,279,763,484","4,620,141.00",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-季配類型美元計價,"182,364,520","706,050.30",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-累積類型人民幣計價,"556,384,535","12,473,862.60",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-季配類型人民幣計價,"68,719,068","1,667,255.50",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-累積類型南非幣計價,"510,247,890","26,428,823.40",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場企業債券基金-季配類型南非幣計價,"79,063,318","4,786,912.40",1
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場債券基金-新臺幣計價,"384,951,645","40,693,340.49",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場債券基金-美元計價,"489,909,346","1,745,356.67",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,野村目標到期傘型基金之2025目標到期新興市場債券基金-人民幣計價,"361,977,890","8,019,752.30",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-累積類型新臺幣計價,"1,947,461,868","192,169,336.90",815
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-月配類型新臺幣計價,"1,005,829,769","101,000,078.25",388
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-累積N類型新臺幣計價,"189,995,636","18,746,459.28",8
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-月配N類型新臺幣計價,"797,491,102","80,074,161.92",15
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-累積類型美元計價,"1,649,713,261","5,878,597.35",129
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-月配類型美元計價,"1,811,924,024","6,570,441.02",42
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-累積N類型美元計價,"528,338,305","1,882,467.53",14
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-月配N類型美元計價,"2,241,234,270","8,126,701.27",19
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-累積類型人民幣計價,"259,083,006","5,810,990.09",34
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,野村特別時機高收益債基金-月配類型人民幣計價,"202,314,428","4,646,218.64",21
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-月配N類型人民幣計價,"514,468,372","11,813,535.75",15
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-月配類型澳幣計價,"261,869,513","1,298,506.09",23
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,野村特別時機高收益債基金-月配N類型澳幣計價,"340,011,691","1,686,227.12",10
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AA2,野村全球正向效應成長基金-累積類型新臺幣,"1,638,838,901","187,442,191.24","1,406"
AA2,野村全球正向效應成長基金-季配類型新臺幣,"159,752,557","18,271,642.66",194
,(本基金配息來源可能為本金),,,
AA2,野村全球正向效應成長基金-累積N類型新臺幣,"51,904,688","5,935,994.84",6
AA2,野村全球正向效應成長基金-季配N類型新臺幣,"30,157,214","3,449,101.29",4
,(本基金配息來源可能為本金),,,
AA2,野村全球正向效應成長基金-累積類型美元,"1,775,658,749","7,328,227.59",108
AA2,野村全球正向效應成長基金-季配類型美元,"301,737,151","1,245,285.68",19
,(本基金配息來源可能為本金),,,
AA2,野村全球正向效應成長基金-累積N類型美元,"115,857,041","478,141.07",5
AA2,野村全球正向效應成長基金-季配N類型美元,"69,432,352","286,557.75",4
,(本基金配息來源可能為本金),,,
AD1,野村貨幣市場基金,"10,457,046,882","634,690,062.87","1,078"
AA2,野村全球高股息基金累積型新臺幣計價,"1,291,136,400","56,189,356.80","1,226"
AA2,野村全球高股息基金季配型新臺幣計價,"55,606,099","3,883,190.70",95
,(本基金之配息來源可能為本金),,,
AA2,野村全球高股息基金-累積類型人民幣計價,"29,649,489","433,421.20",18
AA2,野村全球高股息基金-季配類型人民幣計價,"12,302,782","223,686.50",10
,(本基金之配息來源可能為本金),,,
AA2,野村全球高股息基金-S類型新臺幣計價,"722,470,685","60,153,559.60",6
AE22,野村鑫全球債券組合基金-累積類型,"231,220,048","16,103,893.08",193
AE22,野村鑫全球債券組合基金-S類型,"15,182,372","1,377,997.27",548
AE23,野村鑫平衡組合基金-累積類型,"564,004,164","28,165,907.60",372
AE23,野村鑫平衡組合基金-S類型,"17,472,347","1,289,499.20",607
AA1,野村台灣高股息基金,"835,125,521","19,604,932.13","1,044"
野村投信,,"126,293,353,386","5,054,912,044.10","84,771"
AE22,聯邦優勢策略全球債券組合基金,"210,125,330","13,772,883.09",53
AD1,聯邦貨幣市場基金,"23,752,379,190","1,781,017,552.77",166
AA1,聯邦精選科技基金,"272,509,718","9,528,915.30",891
AA1,聯邦中國龍基金,"227,048,569","3,820,524.41",683
AC21,聯邦双囍新興亞洲債券基金-A類型(新臺幣),"90,397,778","8,069,595.65",27
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,聯邦双囍新興亞洲債券基金-B類型(新臺幣),"101,734,974","13,314,330.82",14
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,聯邦双囍新興亞洲債券基金-A類型(人民幣避險),"1,886,212","31,876.13",4
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,聯邦双囍新興亞洲債券基金-B類型(人民幣避險),"6,390,064","143,111.02",1
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AB2,聯邦環太平洋平衡基金-A類型(新臺幣),"130,563,814","6,537,070.24",52
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,聯邦環太平洋平衡基金-B類型(新臺幣),"21,751,935","1,174,513.85",8
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AB2,聯邦環太平洋平衡基金-A類型(人民幣避險),"4,853,695","54,017.24",6
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,聯邦環太平洋平衡基金-B類型(人民幣避險),"9,603,586","157,296.05",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AB2,聯邦環太平洋平衡基金-A類型(美元),"10,168,104","23,317.24",3
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,聯邦環太平洋平衡基金-B類型(美元),"893,374","1,957.88",2
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,聯邦永騰亞洲高收益債券基金-A類型(新臺幣),"159,110,012","16,982,262.65",34
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,聯邦永騰亞洲高收益債券基金-B類型(新臺幣),"108,328,964","16,191,515.90",14
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,聯邦永騰亞洲高收益債券基金-A類型(人民幣避險),"693,979","11,873.82",2
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,聯邦永騰亞洲高收益債券基金-B類型(人民幣避險),"15,007,231","361,019.96",3
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,聯邦永騰亞洲高收益債券基金-A類型(美元),"34,744,056","114,106.73",5
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,聯邦永騰亞洲高收益債券基金-B類型(美元),"55,022,685","253,231.11",5
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AA2,聯邦全球高息策略基金-A類型(新臺幣),"45,405,385","3,493,453.39",31
AA2,聯邦全球高息策略基金-B類型(新臺幣),"10,793,521","941,197.87",4
,(本基金之配息來源可能為本金),,,
AA2,聯邦全球高息策略基金-A類型(美元),"16,232,583","41,121.25",3
AA2,聯邦全球高息策略基金-B類型(美元),"32,781,553","93,384.71",5
,(本基金之配息來源可能為本金),,,
